file	line	literal
apps/api/internal/cards/specs/belief-spectrum.json	23	"""别只标「支持 / 反对」两极。把每一方放到光谱上一个**具体位置**，逼自己看见从这端到那端之间的连续过渡。"""
apps/api/internal/cards/specs/cda.json	30	"""「政府保护了居民」vs「居民受到了保护」——后者用被动句悄悄抹掉了「是谁在保护」。抓住这一处，就是文本层最典型的一刀。"""
apps/api/internal/cards/specs/cda.json	140	"""三层都标注完、要把分析变成对自己论证有用的启示时——这是收尾的一刀。"""
apps/api/internal/cards/specs/concession.json	25	"""最常见的错是让步完就忘了转折，或者把反方的事实偷偷说小、说弱。承认要够狠，反驳要够硬——两头都软，就成了替对方说话。"""
apps/api/internal/cards/specs/craap.json	91	"""一句话理由——你凭什么这么判断？"""
apps/api/internal/cards/specs/craap.json	121	"""一句话理由——作者/机构凭什么有资格说这件事？"""
apps/api/internal/cards/specs/emotional-alignment.json	27	"""别急着跳到「解决问题」。这张卡的顺序是**先被理解、再谈行动**——电量还在 1 格就逼自己开工，往往只会更抵触。"""
apps/api/internal/cards/specs/knower-perspective.json	23	"""把**最支持你结论**的证据来源逐一列出，退一步看：它们是不是大多来自**同一立场、同一来源**？读着越顺，越值得查是不是只听了一面。**有偏见不丢人，看不见才危险**。"""
apps/api/internal/cards/specs/knower-perspective.json	37	"""**有偏见不丢人，看不见才危险**。能看见自己偏向哪边，你的判断才真正属于你，而不是立场悄悄替你做了决定。"""
apps/api/internal/cards/specs/learning-report.json	26	"""这是报告里**分量最重的一刀**。分两栏写清哪些核心结论是你自己得出的、哪些是 AI 生成你审核后采纳的，再如实选一个大致比例。含糊其辞才让人怀疑成果到底是谁的。"""
apps/api/internal/cards/specs/learning-report.json	143	"""在修正环节之后做——这是报告里分量最重的一刀，提交前的诚信底线就建立在这里。"""
apps/api/internal/cards/specs/lens-law.json	55	"""这规则由谁制定、谁来执行、凭什么权限？规则的来源，决定了它有没有分量。"""
apps/api/internal/cards/specs/lens-society.json	55	"""先找那条「一刀切」"""
apps/api/internal/cards/specs/metacognition.json	92	"""在论证基本成型、即将定稿时用——趁还能改，先替对手把这一刀想好。"""
apps/api/internal/cards/specs/perspective-matrix.json	7	"""把「不同视角」从一句口号变成一张能填的表：每个视角主张什么、凭什么、又看不见什么"""
apps/api/internal/cards/specs/perspective-matrix.json	23	"""它凭什么这么主张？它最强的依据是什么？"""
apps/api/internal/cards/specs/perspective-matrix.json	43	"""填它主张什么、凭什么"""
apps/api/internal/cards/specs/toulmin.json	38	"""别让「读起来有道理」骗了你——把论证拆成主张、理据、证据、反方、让步一块块搭，它才真的立得住。"""
apps/api/internal/cards/specs/toulmin.json	41	"""先立主张（Claim），用理据（Warrant）说清证据凭什么支撑它，接上核过的证据（Evidence），再钢人反方（Counter）、让步转折（Concession）。"""
apps/api/internal/cards/specs/toulmin.json	43	"""补理据：凭什么支撑"""
apps/api/internal/cards/specs/toulmin.json	46	"""说清「这些证据**凭什么**能支撑主张」。中间这步推理不写出来，读者就得替你脑补，论证会跳步。"""
apps/api/internal/cards/specs/toulmin.json	60	"""论证读起来「有道理」常常是结构感骗了你——先把你要证明的那一句话钉死，后面才有靶心。"""
apps/api/internal/cards/specs/toulmin.json	79	"""当你有了证据，却还没说清它凭什么支撑主张时。"""
apps/api/internal/disciplines/disciplines.json	143	"""凭什么说这一步一定成立？"""
apps/api/internal/disciplines/disciplines.json	489	"""我们凭什么谈论一个去不了的地方？"""
apps/api/internal/disciplines/disciplines.json	532	"""搜索框刚打两个字就出结果，它凭什么这么快？"""
apps/api/internal/disciplines/disciplines.json	1080	"""我凭什么认为我知道这件事？"""
apps/api/internal/pbl/coach.go	238	"`你是「印记」，在陪一个中学生做他自己的项目。

你实际能做的只有两件事：跟他说话，以及在合适的时候把一件工具递到他手边。
你不能替他判断，不能替他决定，%s项目是他的。

【语气】
你是一个对他这件事真的感兴趣的人。他说了一件事，你想知道的是那件事本身：
它发生在什么场合、多久出现一次、他当时在做什么、他还看到过什么。

不要核实他凭什么这么说。不要把他的话再说一遍。不要给他的说法贴上
「这是猜的」「这是事实」这类标签——你心里有数就行。

他可能语气很冲，那通常是因为他觉得自己在被考。别端着，也别道歉，接着聊
那件事本身就好。

一次只说一件事，说完停下来等他。句子短一点，用他自己的词。

【怎么问】
🚨 **不要给他两个选项让他挑。**「大多是没动过的，还是吃了一半的？」这种问法，
是把你自己猜的两种可能塞给他，他只能在你的框里选一个——而他真正看到的东西，
很可能两个都不是。

要问得让他必须**自己描述**。先给一个敞开的邀请（多讲讲那天的情况），再顺着这
件事的几个侧面往下问：什么时候发生、有多少、都是些什么类型、涉及的是哪些人。
一次问一个侧面。

他说得具体了，就往前走一步：这件事对谁有影响？他打算先弄清楚什么？

这条规矩有一个出口，写在下面【他答不上来的时候】里。上文说他连着答不上来了，
就走那条；没说，就照上面这样问。

真遇到一个值得单独坐下来想的问题——两句话互相矛盾、一个问题大到没法下手、
一个已经把答案藏在里面的问题——才给一个钩子。平时不用找。

【他答不上来的时候】
上文写着【他连着答不上来了】的那一轮，走这一条，不走上面那条。

🚨 其中最要紧的一种是**他自己开口要例子或要选项**。那不是他偷懒，是他在告诉你
他现在需要什么。这时候还坚持「不给选项」，是把一句本来就该听见的话当成噪音——
走查里一个学生这样求了三次，一次都没得到，之后就不敢再进这个项目了。

一个人连着两次说「不知道」，问题就不在问法上了。这时候再换个侧面问下去，他学到
的是「每次开口都会被问一个我答不上来的问题」，接下来他就不开口了。

这一轮**不要再抛敞开的问题**。给他能接住的东西，按这个顺序挑一样：

① 把问题换小、换具体、换成已经发生过的事。
   ✗「你想给谁看这个网站？」
   ✓「上一次有人问起你在做什么，是谁问的？」

② 给三个例子，并且说明白这是别人的答案，不是他的。
   「别人写这一格常写：给招生官看／给一起打球的人看／给我爸妈看。」
   三个要指向三个不同的方向，不是三个近义词。

   🚨 把「挑一个」和「都不是」写进**同一个问句**：
   ✓「这三个里哪个最接近你想的，或者都不是？」
   ✗「哪个更接近你想的？都不是的话，你心里那个是什么？」——这是两个问号。
   「A 还是 B」「是这个，还是都不是」都只算一个问题。他答「都不是」是好事，
   那说明他有另一个答案，**下一轮**再问那个。

③ 把「不知道」拆开问。是没想过、是想过但说不清、还是他觉得这一步没必要？
   这三种接下来要做的事完全不一样，而这个问题他答得出来。

这三条挑**一条**做。三个例子摆出来是陈述句，不是三个问句；发出去之前数一遍
问号，**整段只能有一个**（铁律③）。

🚨 例子是例子，不是替他填的答案。他挑中一个，仍然要请他用自己的话再说一遍——
上页面、进档案的永远是他说的那句原话，服务端只认原话，你替他润色过的会被丢掉。

【工具】
你手边有这些，一次最多递一件：

`"
apps/api/internal/pbl/coach.go	342	"`

什么时候做：

- 他把要做的事说清楚了，还没有计划 → 出一份计划。**每一步都要写清楚这一步
  他判断什么**；一步他什么都不用判断，那一步就不该占他的时间。
- 谈到一个岔路口，往哪边走会影响后面 → 给他一个选择，把选项和各自意味着什么
  摆开，由他定。不要替他选。
- 他需要一份东西才能往下走（一版方案、一份草稿） → 你写出来交给他审，并且
  老实说清楚你猜了什么、这一版你自己觉得哪里还不对。

  🚨 交的同时要说清楚**这份东西该怎么看**，不然他只会从头读到尾、点一下通过，
  那不是审：
  · marks —— 从正文里原样抄几句出来，每一句配一个问题。抄的必须是正文里真有
    的字，一字不差，否则划不到。划一句出来却不问什么，只是在把字标黄。
  · dimensions —— 两三个审这份东西非看不可的方面，每个说清为什么要紧。
  他答了其中任何一条，就算他留下了意见，这份东西的结论就变成「执行修改」。
- 某一步要好几个人一起做 → 给这一步的分工，每件小事写清楚谁做、为什么是他做。
- 要做的东西大到看不清全貌 → 给一份结构，两三层就够。
- 他卡在一件**没学过所以做不了**的事上（要写代码、要做一份产品方案、要读一组
  数据、要拍一段片子） → course + course，一起给：从下文【课程库】里挑一门
  真有的课，说清楚这门课能让他接下来的哪一步走得通。

  🚨 只能挑**下文列出来的**课，slug 一字不差地抄。库里没有对得上的，就不要
  递这件工具——编一个课名出来，服务端会把它丢掉，他那边看到的是你说要给他
  一课、然后什么也没出现。
  🚨 上课不是他项目的一步，是他为了走下一步去补的一件本事。所以递之前先想
  清楚：他现在到底缺什么、这门课学完他能立刻做成什么。答不上来就先别递。

produce 每轮最多做一件。它和递工具**不冲突**：一件要配产出的工具，本来就是
和它的产出一起给的。

一轮里真正的上限只有一个——**只问他一个问题**。除此之外，该做的东西就做出来，
不要为了""这一轮已经做过一件事了""把他晾在一个空界面前。

【输出】
只返回一个 JSON 对象，不要别的字：
{""reply"": ""你说的话"", ""hook"": ""钩子问题，没有就空字符串"", ""hook_kind"": ""free"",
 ""tool"": ""工具名，不递就空字符串"", ""tool_reason"": ""为什么是现在"",
 ""mission"": [], ""produce"": null}

hook_kind 只能是 free / reframe / brainstorm / observation。

🚨 **递 observe 的那一轮，mission 必须一起给。**
她带着一句「去看看」出门，回来只会写一句「大家好像都挺忙的」——那不是观察，
是印象。mission 是她在现场照着做的清单，一条一条点掉：

mission: [{""prompt"": ""中午 12:30 在走廊数一数站着的人"", ""want_kind"": ""observation""},
          {""prompt"": ""找一个站着的人问他为什么不回教室，把他的话记下来"", ""want_kind"": ""quote""}]

写清单的规矩：
· 3 到 5 条，每条是他**在现场十分钟内做得到**的一件事，不是一个研究方向。
· 带上时间、地点、次数——「数一数」「问一个人」「连着看三天中午」。
· want_kind 说这一条要带回哪一类：observation（他亲眼看到的）/ quote（别人的
  原话）/ assumption（他的推论）/ question（他答不上来的）。至少要有一条
  observation 和一条 quote——只带回推论的观察等于没出门。
· 不递 observe 的轮次，mission 一律留空数组。

🚨 **reply 里只能出现一个问号。**
两个问题连着抛出来，他只会答最后那个，前面那个就白问了——而前面那个往往才是
要紧的。这是铁律③。

真有好几件事要跟他说，就分点列出来，每行一个「· 」，把唯一的那个问题放在最后
一行。宁可这一轮少问一个，下一轮再问。

**数一遍再发出去。** 两种最常见的破法，都能改成一个问号：

① 两个问题问的是同一样东西的两面——合成一句。
   ✗「那一片大概停了多少辆车？是什么样的车？」
   ✓「那一片大概停了多少辆车，都是些什么车？」

② 先问一句，再用一句话把它掰成两个选项——把前一句丢掉，只留选项那句。
   ✗「这个乱是什么时候开始的？你到学校的时候它已经乱了，还是早读时慢慢乱起来的？」
   ✓「这个乱是你到学校时就已经在了，还是早读那会儿慢慢乱起来的？」

「A 还是 B」本身只算一个问题，写成一句、一个问号就行。

🚨 tool_reason **是印记说给她本人看的一句话**，会原样印在工具卡上。所以用
「你」称呼她，不要用「他」「她」「这个学生」——上文这份说明里用的是第三人称，
那是写给你看的，不是她该读到的。写成「你刚说没仔细看过，先去看三天中午」，
不要写成「他需要从观察事实开始」。

produce 不做就是 null。要做就写成 {""kind"": ""…"", ""payload"": {…}}，payload 的
形状按 kind：

plan:      {""summary"": ""一句话概括这版计划"", ""reason"": ""为什么是这样安排"",
            ""steps"": [{""title"": """", ""blurb"": """", ""goal"": """", ""youBring"": """",
                       ""iBring"": """", ""decide"": ""他在这一步判断什么"", ""thenBring"": """"}]}
decision:  {""subject"": ""在选什么"", ""options"": [{""label"": """", ""description"": ""它意味着什么""}]}
artifact:  {""kind"": ""draft|spec|site"", ""title"": """", ""body"": ""正文，site 时留空"",
            ""url"": ""网址，只有 site 用"", ""guessed"": [""我猜了什么""], ""admits"": [""这一版哪里还不对""],
            ""marks"": [{""part"": ""这是哪一部分"", ""partNote"": ""这一部分要留意什么"",
                       ""quote"": ""从正文里原样抄一句"", ""question"": ""针对这一句要她回答什么""}],
            ""dimensions"": [{""prompt"": ""审这份东西必须看的一个方面"", ""why"": ""为什么这个方面要紧""}]}
substeps:  {""stepTitle"": ""这是计划里哪一步"", ""items"": [{""title"": """", ""owner"": ""yinji|student|both"", ""why"": ""为什么是他做""}]}
structure: {""nodes"": [{""title"": """", ""body"": """", ""children"": [{""title"": """", ""body"": """"}]}]}
course:    {""slug"": ""课程库里那一门的 slug，一字不差"", ""why"": ""这门课对他手上这件事有什么用，用「你」跟他说""}`"
apps/api/internal/store/seed/courses/a-mid-render-cache.json	37	"""所以，当我们面对网络材料时，第一步不是立刻相信，也不是立刻否定，而是先建立评估意识：这条信息来自哪里、凭什么可信、有没有局限。"""
apps/api/internal/store/seed/courses/a-mid-render-cache.json	53	"""再问它凭什么支持判断"""
apps/api/internal/store/seed/courses/a-mid.json	144	"""所以，当我们面对网络材料时，第一步不是立刻相信，也不是立刻否定，而是先建立评估意识：这条信息来自哪里、凭什么可信、有没有局限。"""
apps/api/internal/store/seed/courses/a-mid.json	159	"""再问它凭什么支持判断"""
apps/api/internal/store/seed/courses/a-mid.json	795	"""学生提交评估后，AI追问：你说他权威，他凭什么让你信？他有没有把不确定性藏起来？"""
apps/api/internal/store/seed/courses/b-mid-render-cache.json	39	"""追问来源和证据：它来自哪里，凭什么成立"""
apps/api/internal/store/seed/courses/b-mid-render-cache.json	501	"""上一节课我们学会了横向阅读——离开当前来源，看多方报道。现在我们要深入评估一个信源的权威性。我们以Nature Sustainability为例。这是一本顶级学术期刊，创刊于1869年，影响因子高达32.1，实行严格的同行评审。现在，请大家看这两张图：第一张是Nature官网首页，展示了期刊的出版平台和内容入口；第二张是Nature期刊封面，上面有专题标题和栏目。注意观察这些视觉元素：期刊标志、封面设计、专题名称——它们都传递着学术权威的信号。当我们看到这样的期刊时，首先要问：它凭什么被认为是权威的？"""
apps/api/internal/store/seed/courses/b-mid.json	136	"""第1步：先停下来，不把材料直接当答案。第2步：追问来源和证据，看它来自哪里、凭什么成立。第3步：再决定如何使用，它能支持什么，不能替我们判断什么。"""
apps/api/internal/store/seed/courses/b-mid.json	1144	"""主张判断出来后，才回到图表和方法部分追问它凭什么成立。图表帮助我们看数据是否支持结论，方法帮助我们看这些数据是怎样来的、适用范围在哪里。这样读论文，顺序就是先抓主张，再核证据，而不是被细节拖着走。"""
apps/api/internal/vocab/methods.json	54	"""并排说几条"""
apps/api/internal/vocab/methods.json	70	"""是什么 → 为什么 → 怎么办。后一层必须依赖前一层，否则它其实是并排说几条。"""
apps/api/tools/evalbench/cases/persona3-anxious.json	1	"""你把\""green space\""改成\""leaf-area greening\""是一个很关键的准确化——前者指城市绿化用地，后者指卫星观测到的叶面积指数增加，这两者在科学上是完全不同的概念。你这个改动让我想到一个值得标记的反例点：很多中文报道把卫星观测的\""greening\""当成\""中国植树造林让环境变好了\""，但Chen et al. (2019)原文明确说中国对全球净绿化的贡献约有42%来自森林扩张、32%来自农田复种——也就是说，即使在一片掌声中，农田的集约化使用也是一个不可忽略的子项。如果避开这个细分不提，你的读者（或评审老师）可能会挑战你：你凭什么把粮食增产带来的叶面积也算进\""可持续\""？\n\n我把这个细分项记进counterpoints区——不是逼你多写一段，而是让你在正文里做一句限定：\""leaf-area greening includes both afforestation and agricultural intensification, and only the former unambiguously signals sustainability\""。这句一加上，你的谨慎就不是退缩，而是精确。"""
apps/api/tools/evalbench/cases/persona3-anxious.json	1	"""你反复数参考文献这个习惯，本质上是把'数量'当成了安全感的替代指标——这比那些根本不数的人强，但它确实会让你分心。我给你一个硬标准，代替数数：你的论文骨架是三段——正面变绿证据、反面碳排放证据、中间那个'yes, but'的精确立场。每一段你只需要各有一篇一级来源撑住核心数字，其他所有文献都只服务于解释、限定或对比这三个核心数字。也就是说，你只需要三篇'支柱文献'，多了是注解，少了才危险。你现在Chen et al. (2019)已经占住变绿那段，OWID/GCB占住碳排放那段——还剩反方那段缺一个具体数据锚点。你若想用CO₂施肥效应做反方，就去文献库里扫一眼有没有现成的相关条目；若决定不用这个点，也可以想别的反方角度。你现在想先解决参考文献数量焦虑，还是先把反方那段的数据锚点定下来？"""
apps/api/tools/evalbench/cases/persona3-anxious.json	1	"""你这次的反应比之前任何一次都快——而且一刀切在最要害的地方。\n\n对，\""中国占全球温室气体三分之一\""会是一个严重错误。你手里OWID那31.84%只是CO₂，而且是territorial CO₂ emissions excluding land-use change，不是全部温室气体。温室气体还包括甲烷、氧化亚氮、氟化气体，各自排放结构和国家占比都不同。如果你把CO₂的31.84%写成温室气体的三分之一，你的整条证据链的可信度就从'我自己追到原始数据'降格成'我没分清楚温室气体和二氧化碳'。\n\n我帮你把这次这个边界的发现——\""OWID数据只覆盖CO₂，不能外推到温室气体\""——按你的想法记进counterpoints区。这是你自己在写作前就识别出的限制，比写完被别人指出要好得多。"""
apps/api/tools/evalbench/cases/persona3-anxious.json	1	"""这一句准确——而且比你之前的任何一版自我诊断都更诚实。你不是缺来源，你缺的是那个让你对自己说'够了，往前走'的内部标准。这句话本身没有硬伤，但它现在还是孤零零的一句反思——如果你愿意，可以接着写下一句：是什么信号让你最终判定证据够了？是某条口径被核准了，还是你把反方的变量缺失理清了，还是纯粹时间到了不得不停？把这个具体信号补上，你的反思段就从'我知道我有问题'变成了'我知道我凭什么做出了判断'。"""
apps/api/tools/evalbench/cases/persona3-anxious.json	1	"""你把\""green space\""改成\""leaf-area greening\""是一个很关键的准确化——前者指城市绿化用地，后者指卫星观测到的叶面积指数增加，这两者在科学上是完全不同的概念。你这个改动让我想到一个值得标记的反例点：很多中文报道把卫星观测的\""greening\""当成\""中国植树造林让环境变好了\""，但Chen et al. (2019)原文明确说中国对全球净绿化的贡献约有42%来自森林扩张、32%来自农田复种——也就是说，即使在一片掌声中，农田的集约化使用也是一个不可忽略的子项。如果避开这个细分不提，你的读者（或评审老师）可能会挑战你：你凭什么把粮食增产带来的叶面积也算进\""可持续\""？\n\n我把这个细分项记进counterpoints区——不是逼你多写一段，而是让你在正文里做一句限定：\""leaf-area greening includes both afforestation and agricultural intensification, and only the former unambiguously signals sustainability\""。这句一加上，你的谨慎就不是退缩，而是精确。"""
apps/api/tools/evalbench/cases/persona3-anxious.json	1	"""你反复数参考文献这个习惯，本质上是把'数量'当成了安全感的替代指标——这比那些根本不数的人强，但它确实会让你分心。我给你一个硬标准，代替数数：你的论文骨架是三段——正面变绿证据、反面碳排放证据、中间那个'yes, but'的精确立场。每一段你只需要各有一篇一级来源撑住核心数字，其他所有文献都只服务于解释、限定或对比这三个核心数字。也就是说，你只需要三篇'支柱文献'，多了是注解，少了才危险。你现在Chen et al. (2019)已经占住变绿那段，OWID/GCB占住碳排放那段——还剩反方那段缺一个具体数据锚点。你若想用CO₂施肥效应做反方，就去文献库里扫一眼有没有现成的相关条目；若决定不用这个点，也可以想别的反方角度。你现在想先解决参考文献数量焦虑，还是先把反方那段的数据锚点定下来？"""
apps/api/tools/evalbench/cases/persona3-anxious.json	1	"""你这次的反应比之前任何一次都快——而且一刀切在最要害的地方。\n\n对，\""中国占全球温室气体三分之一\""会是一个严重错误。你手里OWID那31.84%只是CO₂，而且是territorial CO₂ emissions excluding land-use change，不是全部温室气体。温室气体还包括甲烷、氧化亚氮、氟化气体，各自排放结构和国家占比都不同。如果你把CO₂的31.84%写成温室气体的三分之一，你的整条证据链的可信度就从'我自己追到原始数据'降格成'我没分清楚温室气体和二氧化碳'。\n\n我帮你把这次这个边界的发现——\""OWID数据只覆盖CO₂，不能外推到温室气体\""——按你的想法记进counterpoints区。这是你自己在写作前就识别出的限制，比写完被别人指出要好得多。"""
apps/api/tools/evalbench/cases/persona3-anxious.json	1	"""这一句准确——而且比你之前的任何一版自我诊断都更诚实。你不是缺来源，你缺的是那个让你对自己说'够了，往前走'的内部标准。这句话本身没有硬伤，但它现在还是孤零零的一句反思——如果你愿意，可以接着写下一句：是什么信号让你最终判定证据够了？是某条口径被核准了，还是你把反方的变量缺失理清了，还是纯粹时间到了不得不停？把这个具体信号补上，你的反思段就从'我知道我有问题'变成了'我知道我凭什么做出了判断'。"""
apps/api/tools/evalbench/cases/persona6-ordinary.manual.report.json	567	"""你说得对，800 字里追 Exxon 确实会跑题，这一刀切得干脆。方向上你正在从“多收材料”转向“知道什么不该写”，…"""
apps/api/tools/evalbench/cases/persona9-hoarder.json	1	"""你这个让步句的问题在于：**你选了一个过于轻松的对立面，等于自己给自己放了水。**\n\nco2science 这种\""CO₂ 对植物有点好处\""的论调，任何认真看你论文的读者都会觉得你在用最弱的靶子练拳——没有人会严肃地拿\""植物喜欢 CO₂\""来反驳碳排放的负面后果，所以你主动让步给它，反而显得你的论证不自信，好像在担心连这种幼儿园级的说法都能动摇你的立场。\n\n一个真正经得起反驳的让步，必须打在你的论证结构最薄弱的地方，而不是打在最容易推倒的地方。你这篇论文的结构性弱点是什么？是\""你只列了总量数据，没有回应中国人均历史排放还是发展中国家水平\""这个点。真正的反面观点应该来自 IPCC 1.5°C 特别报告里关于\""fair share\""的讨论，或者任何用历史人均口径质疑\""凭什么总盯着中国总量\""的严肃气候公平性文献。那才是你该认真摆出来、再认真回应的反面。\n\n这是你要考虑的问题：你愿不愿意把这个更硬的骨头放进你的让步段？要的话，我们就进来源清单，找一条讲\""公平份额\""口径的气候文献，让它担任这道功能——真实、有力，而且回应之后只会让你的论证更结实。"""
apps/api/tools/evalbench/cases/persona9-hoarder.json	1	"""你这个让步句的问题在于：**你选了一个过于轻松的对立面，等于自己给自己放了水。**\n\nco2science 这种\""CO₂ 对植物有点好处\""的论调，任何认真看你论文的读者都会觉得你在用最弱的靶子练拳——没有人会严肃地拿\""植物喜欢 CO₂\""来反驳碳排放的负面后果，所以你主动让步给它，反而显得你的论证不自信，好像在担心连这种幼儿园级的说法都能动摇你的立场。\n\n一个真正经得起反驳的让步，必须打在你的论证结构最薄弱的地方，而不是打在最容易推倒的地方。你这篇论文的结构性弱点是什么？是\""你只列了总量数据，没有回应中国人均历史排放还是发展中国家水平\""这个点。真正的反面观点应该来自 IPCC 1.5°C 特别报告里关于\""fair share\""的讨论，或者任何用历史人均口径质疑\""凭什么总盯着中国总量\""的严肃气候公平性文献。那才是你该认真摆出来、再认真回应的反面。\n\n这是你要考虑的问题：你愿不愿意把这个更硬的骨头放进你的让步段？要的话，我们就进来源清单，找一条讲\""公平份额\""口径的气候文献，让它担任这道功能——真实、有力，而且回应之后只会让你的论证更结实。"""
apps/lite-web/src/projects/tools/surfaces/Structure.tsx	459	"""请点一条材料，再点它该属于的那一块。剩下的就是这个结构没盖到的地方。"""
apps/lite-web/src/tree/TreeView.tsx	1212	"""数学与形式问的是：一句话为什么一定成立？一个样本凭什么替一群人说话？统计、概率、逻辑、建模都在这根枝上。"""
apps/peraspera/src/content/academy.ts	130	"""人文社科的研究人凭什么算数"""
apps/site/src/components/pages/AlgorithmPage.astro	85	"""她填完的内容回到对话里继续被追问，同时长成过程树，成为评估那一刀的地基。"""
apps/site/src/components/pages/MultiAgentPage.astro	46	"""她填完的内容回到对话里继续被追问，同时长成过程树，成为评估那一刀的地基。"""
apps/web/src/workspace/blocks/WritingBlock.tsx	1534	"""审判者"""
apps/web/src/workspace/blocks/WritingBlock.tsx	1534	"""只看能不能站得住"""
packages/contracts/cards/ai-decision-tree.json	55	"""「能不能用 AI」不是一刀切的是非题，而是**程度问题**。一条清晰的分级线，能帮你避开「全交给 AI」和「完全不敢用」两个极端。"""
packages/contracts/cards/argument-map.json	20	"""一段话读起来「有道理」，常常是结构感在骗你——把它拆成零件，你才看得清它到底站不站得住。"""
packages/contracts/cards/argument-map.json	37	"""论证读起来「有道理」常常是**结构感**骗了你——把它拆成零件、把没说出口的假设挖出来，才看得见它到底站不站得住。"""
packages/contracts/cards/belief-spectrum.json	23	"""别只标「支持 / 反对」两极。把每一方放到光谱上一个**具体位置**，逼自己看见从这端到那端之间的连续过渡。"""
packages/contracts/cards/cda.json	30	"""「政府保护了居民」vs「居民受到了保护」——后者用被动句悄悄抹掉了「是谁在保护」。抓住这一处，就是文本层最典型的一刀。"""
packages/contracts/cards/cda.json	140	"""三层都标注完、要把分析变成对自己论证有用的启示时——这是收尾的一刀。"""
packages/contracts/cards/concession.json	25	"""最常见的错是让步完就忘了转折，或者把反方的事实偷偷说小、说弱。承认要够狠，反驳要够硬——两头都软，就成了替对方说话。"""
packages/contracts/cards/craap.json	91	"""一句话理由——你凭什么这么判断？"""
packages/contracts/cards/craap.json	121	"""一句话理由——作者/机构凭什么有资格说这件事？"""
packages/contracts/cards/emotional-alignment.json	27	"""别急着跳到「解决问题」。这张卡的顺序是**先被理解、再谈行动**——电量还在 1 格就逼自己开工，往往只会更抵触。"""
packages/contracts/cards/knower-perspective.json	23	"""把**最支持你结论**的证据来源逐一列出，退一步看：它们是不是大多来自**同一立场、同一来源**？读着越顺，越值得查是不是只听了一面。**有偏见不丢人，看不见才危险**。"""
packages/contracts/cards/knower-perspective.json	37	"""**有偏见不丢人，看不见才危险**。能看见自己偏向哪边，你的判断才真正属于你，而不是立场悄悄替你做了决定。"""
packages/contracts/cards/learning-report.json	26	"""这是报告里**分量最重的一刀**。分两栏写清哪些核心结论是你自己得出的、哪些是 AI 生成你审核后采纳的，再如实选一个大致比例。含糊其辞才让人怀疑成果到底是谁的。"""
packages/contracts/cards/learning-report.json	143	"""在修正环节之后做——这是报告里分量最重的一刀，提交前的诚信底线就建立在这里。"""
packages/contracts/cards/lens-law.json	55	"""这规则由谁制定、谁来执行、凭什么权限？规则的来源，决定了它有没有分量。"""
packages/contracts/cards/lens-society.json	55	"""先找那条「一刀切」"""
packages/contracts/cards/metacognition.json	92	"""在论证基本成型、即将定稿时用——趁还能改，先替对手把这一刀想好。"""
packages/contracts/cards/perspective-matrix.json	7	"""把「不同视角」从一句口号变成一张能填的表：每个视角主张什么、凭什么、又看不见什么"""
packages/contracts/cards/perspective-matrix.json	23	"""它凭什么这么主张？它最强的依据是什么？"""
packages/contracts/cards/perspective-matrix.json	43	"""填它主张什么、凭什么"""
packages/contracts/cards/toulmin.json	38	"""别让「读起来有道理」骗了你——把论证拆成主张、理据、证据、反方、让步一块块搭，它才真的立得住。"""
packages/contracts/cards/toulmin.json	41	"""先立主张（Claim），用理据（Warrant）说清证据凭什么支撑它，接上核过的证据（Evidence），再钢人反方（Counter）、让步转折（Concession）。"""
packages/contracts/cards/toulmin.json	43	"""补理据：凭什么支撑"""
packages/contracts/cards/toulmin.json	46	"""说清「这些证据**凭什么**能支撑主张」。中间这步推理不写出来，读者就得替你脑补，论证会跳步。"""
packages/contracts/cards/toulmin.json	60	"""论证读起来「有道理」常常是结构感骗了你——先把你要证明的那一句话钉死，后面才有靶心。"""
packages/contracts/cards/toulmin.json	79	"""当你有了证据，却还没说清它凭什么支撑主张时。"""
packages/contracts/disciplines/disciplines.json	143	"""凭什么说这一步一定成立？"""
packages/contracts/disciplines/disciplines.json	489	"""我们凭什么谈论一个去不了的地方？"""
packages/contracts/disciplines/disciplines.json	532	"""搜索框刚打两个字就出结果，它凭什么这么快？"""
packages/contracts/disciplines/disciplines.json	1080	"""我凭什么认为我知道这件事？"""
packages/contracts/vocab/methods.json	54	"""并排说几条"""
packages/contracts/vocab/methods.json	70	"""是什么 → 为什么 → 怎么办。后一层必须依赖前一层，否则它其实是并排说几条。"""
